filename,greek,english,level
"Duolingo_2026-03-31_14-37-17-100.png","Γιατί ο λογαριασμός μου δε φαίνεται ενεργός;","Why doesn't my account appear to be active?","B1"
"Duolingo_2026-03-31_14-37-17-500.png","Μερικά ζευγάρια έχουν κοινό λογαριασμό στα μέσα κοινωνικής δικτύωσης.","Some couples have a common account on social media.","B1"
"Duolingo_2026-03-31_14-37-17-960.png","Θα κάνω την κοινοποίησή μου δημόσια.","I will make my share public.","B1"
"Duolingo_2026-03-31_14-37-18-880.png","Δέχτηκε το αίτημα φιλίας;","Did she accept the friend request?","A2"
"Duolingo_2026-03-31_14-37-19-670.png","Γιατί σχολίασες όλες μου τις φωτογραφίες;","Why did you comment on all my photos?","A2"
"Duolingo_2026-03-31_14-37-20-170.png","Πόσοι χρήστες είναι ενεργοί αυτή τη στιγμή;","How many users are active at the moment?","B1"
"Duolingo_2026-03-31_14-37-21-030.png","Πόσα άτομα είναι στην ομαδική συνομιλία;","How many people are there in the group conversation?","A2"
"Duolingo_2026-03-31_14-37-21-580.png","Η ανάρτηση του καλλιτέχνη έχει ήδη χιλιάδες κοινοποιήσεις.","The artist's post already has thousands of shares.","B1"
"Duolingo_2026-03-31_14-37-21-990.png","Έχω τριάντα ειδοποιήσεις!","I have thirty notifications!","A2"
"Duolingo_2026-03-31_14-37-22-410.png","Ποιο είναι το πιο δημοφιλές μέσο κοινωνικής δικτύωσης για τους νεαρούς χρήστες;","What is the most popular social media for the young users?","B1"
"Duolingo_2026-03-31_14-37-22-780.png","Δεν κοινοποίησα καμία από τις αναρτήσεις του.","I did not share any of his posts.","B1"
"Duolingo_2026-03-31_14-37-23-240.png","Πόσα άτομα είναι στην ομαδική συνομιλία;","How many people are there in the group conversation?","A2"
"Duolingo_2026-03-31_14-37-24-170.png","Δεν κοινοποίησα καμία από τις αναρτήσεις του.","I did not share any of his posts.","B1"
"Duolingo_2026-03-31_14-37-24-540.png","Χρησιμοποιώ τα κοινωνικά δίκτυα με ασφάλεια.","I use social networks safely.","A2"
"Duolingo_2026-03-31_14-37-25-020.png","Γιατί ο λογαριασμός μου δε φαίνεται ενεργός;","Why doesn't my account appear to be active?","A2"
"Duolingo_2026-03-31_14-37-25-680.png","Έκανα αναφορά στο προφίλ σου και μετά σου έκανα μπλοκ.","I reported your profile and then blocked you.","B1"
"Duolingo_2026-03-31_14-37-26-250.png","Πόσοι χρήστες είναι ενεργοί αυτήν τη στιγμή;","How many users are active at the moment?","B1"
"Duolingo_2026-03-31_14-37-34-650.png","το κοντομάνικο","The T-shirt","A2"
"Duolingo_2026-03-31_14-37-35-540.png","Φοράμε εσώρουχα!","We wear underwear!","A1"
"Duolingo_2026-03-31_14-37-45-510.png","Ο λύκος και ο τίγρης.","The wolf and the tiger.","A1"
"Duolingo_2026-03-31_14-37-45-910.png","Η αλεπού και ο λαγός.","The fox and the hare.","A1"
"Duolingo_2026-03-31_14-37-46-420.png","Η κότα τρώει το έντομο.","The chicken eats the insect.","A1"
"Duolingo_2026-03-31_14-38-19-720.png","Πού είναι η καφετιά γάτα;","Where is the brown cat?","A1"
"Duolingo_2026-03-31_14-38-20-230.png","Το παιδί διαβάζει το γαλάζιο βιβλίο.","The child is reading the light blue book.","A1"
"Duolingo_2026-03-31_14-38-20-970.png","Ένας γαλάζιος σκύλος!","A light blue dog!","A1"
"Duolingo_2026-03-31_14-38-29-700.png","Σου αρέσω;","Do you like me?","A1"
"Duolingo_2026-03-31_14-38-30-610.png","Τι σου αρέσει;","What do you like?","A1"
"Duolingo_2026-03-31_14-38-31-180.png","Έχει συννεφιά και ομίχλη.","It is cloudy and foggy.","A2"
"Duolingo_2026-03-31_14-38-31-630.png","Βλέπω οκτακόσιους σκύλους.","I see eight hundred dogs.","A2"
"Duolingo_2026-03-31_14-38-32-180.png","Θέλω μια πέμπτη φορά.","I want a fifth time.","A2"
"Duolingo_2026-03-31_14-38-33-000.png","Ξέρετε το παιδί αυτής της γυναίκας.","You know this woman's child.","A2"
"Duolingo_2026-03-31_14-38-33-900.png","Τα παιδιά - των παιδιών","The children - of the children","A2"
"Duolingo_2026-03-31_14-38-34-550.png","Έχω τα ρούχα ενός παιδιού.","I have the clothes of a child.","A2"
"Duolingo_2026-03-31_14-38-35-060.png","Θέλω τη συνταγή αυτού του γεύματος.","I want the recipe for this meal.","A2"
"Duolingo_2026-03-31_14-39-10-410.png","Μου αρέσουν τα αυτιά σου.","I like your ears.","A1"
"Duolingo_2026-03-31_14-39-10-760.png","Είμαι κοντός και μελαχρινός, με πράσινα μάτια.","I am short and dark-haired, with green eyes.","A2"
"Duolingo_2026-03-31_14-39-35-660.png","Τον αγαπάει η γυναίκα σου;","Does your wife love him?","A2"
"Duolingo_2026-03-31_14-39-36-810.png","Είμαι ανάμεσά σας.","I am among you.","A2"
"Duolingo_2026-03-31_14-39-37-520.png","Είμαστε εναντίον σας.","We are against you.","A2"
"Duolingo_2026-03-31_14-39-38-100.png","Δεν πηγαίνω λόγω αυτού.","I do not go because of this.","A2"
"Duolingo_2026-03-31_14-39-39-290.png","Εγώ δείχνω προς το κορίτσι.","I point to the girl.","A1"
"Duolingo_2026-03-31_14-39-39-780.png","Το κάνω όπως εσύ.","I do it like you.","A2"
"Duolingo_2026-03-31_14-39-40-310.png","Αντί για αυτό, παίρνω εκείνο.","Instead of this, I take that.","A2"
"Duolingo_2026-03-31_14-39-40-820.png","Πηγαίνω εξαιτίας σου.","I go because of you.","A2"
"Duolingo_2026-03-31_14-39-51-880.png","Τους τα δίνω.","I give them to them.","A2"
"Duolingo_2026-03-31_14-39-52-280.png","Αγαπάμε τις κόρες μας και τους γιους μας.","We love our daughters and our sons.","A2"
"Duolingo_2026-03-31_14-39-56-200.png","Οι γυναίκες εκείνης της γενιάς.","The women of that generation.","A2"
"Duolingo_2026-03-31_14-39-56-710.png","Καλοκαίρι, φθινόπωρο, άνοιξη και χειμώνας.","Summer, fall, spring, and winter.","A1"
"Duolingo_2026-03-31_14-39-57-610.png","Τον Ιούλιο κάνει ζέστη.","In July it is hot.","A1"
"Duolingo_2026-03-31_14-39-59-230.png","Ο Μάρτιος είναι ο τρίτος μήνας του χρόνου.","March is the third month of the year.","A2"
"Duolingo_2026-03-31_14-39-59-650.png","Τον Φεβρουάριο βρέχει.","It rains in February.","A1"
"Duolingo_2026-03-31_14-40-00-330.png","Μετά τον Ιανουάριο είναι ο Φεβρουάριος.","After January is February.","A1"
"Duolingo_2026-03-31_14-40-00-880.png","Αυτοί είναι διαφορετικοί.","They are different.","A1"
"Duolingo_2026-03-31_14-40-01-460.png","Είναι μία γενική ερώτηση.","It is a general question.","A2"
"Duolingo_2026-03-31_14-40-02-420.png","Όχι, είναι πραγματικό.","No, it is real.","A1"
"Duolingo_2026-03-31_14-40-02-920.png","Αυτός ο χυμός είναι ιδιαίτερος.","This juice is special.","A2"
"Duolingo_2026-03-31_14-40-04-150.png","Τι υπέροχο βιβλίο!","What a wonderful book!","A2"
"Duolingo_2026-03-31_14-40-04-560.png","Ποια είναι η τελική σου απάντηση;","What is your final answer?","A2"
"Duolingo_2026-03-31_14-40-05-310.png","Δεν είναι πιθανό.","It is not possible.","A2"
"Duolingo_2026-03-31_14-40-05-720.png","Έχω ανοιχτά τα μάτια μου.","I have my eyes open.","A2"
"Duolingo_2026-03-31_14-40-08-640.png","Τι εργασία κάνεις;","What work do you do?","A2"
"Duolingo_2026-03-31_14-40-09-070.png","Σου αρέσει η δουλειά του συγγραφέα;","Do you like the work of the writer?","A2"
"Duolingo_2026-03-31_14-40-10-170.png","Το αφεντικό μάς βλέπει!","The boss sees us!","A2"
"Duolingo_2026-03-31_14-40-10-660.png","Η διευθύντριά μας έχει έναν γραμματέα.","Our director has a secretary.","B1"
"Duolingo_2026-03-31_14-40-11-280.png","Οι συντάκτες είναι πολύ κουρασμένοι σήμερα.","The editors are very tired today.","B1"
"Duolingo_2026-03-31_14-40-11-650.png","Ο οικοδόμος , ο ηλεκτρολόγος και ο υδραυλικός.","The builder, the electrician and the plumber.","B1"
"Duolingo_2026-03-31_14-40-12-060.png","Δεν είμαι δικαστής είμαι ηθοποιός.","I am not a judge I am an actor.","B1"
"Duolingo_2026-03-31_14-40-12-750.png","Δε σου αρέσει, ωστόσο το τρως.","You don't like it, yet you eat it.","B1"
"Duolingo_2026-03-31_14-40-14-400.png","Λες πως δεν το θες;","Do you say that you don't want it?","A2"
"Duolingo_2026-03-31_14-40-14-810.png","Αν και μικρός, είναι δίγλωσσος.","Although young he is bilingual.","B1"
"Duolingo_2026-03-31_14-40-15-420.png","Σε αγαπώ οπότε σου το δίνω.","I love you therefore I give it to you.","B1"
"Duolingo_2026-03-31_14-40-16-730.png","Άρα είσαι ο αδελφός μου;","So, you're my brother?","A2"
"Duolingo_2026-03-31_14-40-17-560.png","Αν και μικρός, είναι δίγλωσσος.","Although young he is bilingual.","B1"
"Duolingo_2026-03-31_14-40-18-180.png","Καθώς τρέχω, τρέχεις κι εσύ.","While I run, you run too.","B1"
"Duolingo_2026-03-31_14-40-19-480.png","Δηλαδή δε σου αρέσει;","In other words, you don't like it?","A2"
"Duolingo_2026-03-31_14-40-19-920.png","Ενώ περπατάω, βλέπω τον πατέρα μου.","While I walk, I see my father.","B1"
"Duolingo_2026-03-31_14-40-20-440.png","Δε σου αρέσει, ωστόσο το τρως.","You don't like it, yet you eat it.","B1"
"Duolingo_2026-03-31_14-40-20-940.png","Εγώ τρώω αν και δε μαγειρεύω.","I eat although I do not cook.","B1"
"Duolingo_2026-03-31_14-40-21-530.png","Είναι δικό μας, ωστόσο;","Is it ours, however?","A2"
"Duolingo_2026-03-31_14-40-22-280.png","Μου αρέσει οπότε το αγοράζω.","I like it therefore I buy it.","B1"
"Duolingo_2026-03-31_14-40-24-320.png","Είσαι αγενής και παράξενος σήμερα!","You are rude and weird today!","A2"
"Duolingo_2026-03-31_14-40-24-730.png","Είστε απαίσιοι και αντιπαθητικοί!","You are awful and unlikable!","B1"
"Duolingo_2026-03-31_14-40-25-140.png","Η μητέρα του είναι ευγενική αλλά παράξενη.","His mother is kind but weird.","A2"
"Duolingo_2026-03-31_14-40-25-710.png","Ο σύζυγός μου είναι συμπαθητικός και γενναιόδωρος.","My husband is likable and generous.","B1"
"Duolingo_2026-03-31_14-40-26-100.png","Ο πατέρας μου είναι έξυπνος και υπεύθυνος.","My father is smart and responsible.","B1"
"Duolingo_2026-03-31_14-40-33-170.png","Το κάνω εγώ η ίδια.","I do it myself.","A2"
"Duolingo_2026-03-31_14-40-34-750.png","Αγαπάς τον εαυτό σου;","Do you love yourself?","A2"
"Duolingo_2026-03-31_14-40-35-400.png","Τραγουδάμε στους εαυτούς μας.","We sing to ourselves.","B1"
"Duolingo_2026-03-31_14-40-36-170.png","Το κάνω εγώ η ίδια.","I do it myself.","A2"
"Duolingo_2026-03-31_14-40-37-150.png","Το κάνω μόνος μου.","I do it by myself.","A2"
"Duolingo_2026-03-31_14-40-37-660.png","Ο αξιωματικός είναι μόνο τριάντα χρονών.","The officer is only thirty years old.","B1"
"Duolingo_2026-03-31_14-40-39-020.png","Δεν είσαι ο μόνος.","You are not the only one.","A2"
"Duolingo_2026-03-31_14-40-39-500.png","Μου αρέσει ο εαυτός μου.","I like myself.","A2"
"Duolingo_2026-03-31_14-40-40-190.png","Δεν είναι ο μόνος άντρας!","He is not the only man!","A2"
"Duolingo_2026-03-31_14-40-40-640.png","Είμαστε οι εαυτοί μας.","We are ourselves.","B1"
"Duolingo_2026-03-31_14-53-00-520.png","Θέλεις τη λευκή ή την κίτρινη λάμπα;","Do you want the white or the yellow lamp?","A2"
"Duolingo_2026-03-31_14-53-01-180.png","Τι συσκευές έχετε;","What devices do you have?","A2"
"Duolingo_2026-03-31_14-53-02-110.png","Τα κουτάλια είναι δίπλα στο μπολ.","The spoons are next to the bowl.","A2"
"Duolingo_2026-03-31_14-53-02-880.png","Υπάρχουν μήλα μέσα στο καλάθι.","There are apples in the basket.","A2"
"Duolingo_2026-03-31_14-53-03-630.png","Θες κουβέρτα ή σεντόνι;","Do you want a blanket or a sheet?","A2"
"Duolingo_2026-03-31_14-53-07-370.png","Η αποθήκη είναι κοντά στη σοφίτα.","The storage room is near the attic.","B1"
"Duolingo_2026-03-31_14-53-07-970.png","Η αυλή μας.","Our yard.","A1"
"Duolingo_2026-03-31_14-53-12-700.png","Η βρύση και ο νεροχύτης.","The faucet and the sink.","A2"
"Duolingo_2026-03-31_14-53-13-410.png","Υπάρχουν έξι διαφορετικές πόρτες.","There are six different doors.","A2"
"Duolingo_2026-03-31_14-53-14-370.png","Έχω τον καθρέφτη σου.","I have your mirror.","A2"
"Duolingo_2026-03-31_14-53-14-890.png","Η τουαλέτα είναι καθαρή.","The toilet is clean.","A1"
"Duolingo_2026-03-31_14-53-32-880.png","Εσείς καλείτε.","You are calling.","A2"
"Duolingo_2026-03-31_14-53-33-350.png","Ανατρέφω το παιδί μου.","I am raising my child.","B1"
"Duolingo_2026-03-31_14-53-34-230.png","Αυτά τα πράγματα δε συμβαίνουν.","These things don't happen.","A2"
"Duolingo_2026-03-31_14-53-34-740.png","Δεν αμφιβάλλω για αυτόν.","I do not doubt him.","B1"
"Duolingo_2026-03-31_14-53-35-540.png","Δεν επιτρέπουν φαγητά στο ταξί.","They don't allow food in the taxi.","A2"
"Duolingo_2026-03-31_14-53-36-010.png","Δεν το εννοώ.","I don't mean it.","A2"
"Duolingo_2026-03-31_14-53-37-370.png","Ελπίζουν πως δεν είναι ακριβό.","They hope that it is not expensive.","A2"
"Duolingo_2026-03-31_14-53-37-870.png","Αυτή κλείνει το κουτί.","She closes the box.","A1"
"Duolingo_2026-03-31_14-53-38-280.png","Δε σου ανήκω.","I don't belong to you.","A2"
"Duolingo_2026-03-31_14-53-39-120.png","Το αξίζεις!","You deserve it!","A2"
"Duolingo_2026-03-31_14-53-39-740.png","Αυτές παρακαλούν τον άντρα.","They beg the man.","A2"
"Duolingo_2026-03-31_14-53-40-660.png","Αυτή δε μου το επιτρέπει.","She doesn't allow me to do it.","A2"
"Duolingo_2026-03-31_14-53-41-220.png","Εμείς μπαίνουμε κι εσείς βγαίνετε.","We enter and you exit.","A2"
"Duolingo_2026-03-31_14-53-42-330.png","Γιατί αμφιβάλλεις;","Why do you doubt?","B1"
"Duolingo_2026-03-31_14-53-42-890.png","Πώς νιώθουν αυτοί;","How do they feel?","A2"
"Duolingo_2026-03-31_14-53-43-590.png","Ρωτάς το κορίτσι;","Are you asking the girl?","A1"
"Duolingo_2026-03-31_14-53-44-120.png","Αυτός σταματά.","He is stopping.","A1"
"Duolingo_2026-03-31_14-53-44-560.png","Ο ψηλός άντρας μάς κοιτάζει.","The tall man is looking at us.","A2"
"Duolingo_2026-03-31_14-54-12-570.png","Το μήκος είναι ένα εκατοστό.","The length is a centimeter.","B1"
"Duolingo_2026-03-31_14-54-16-000.png","Ο όγκος του κουτιού δεν είναι μεγάλος.","The bulk of the box is not big.","B1"
"Duolingo_2026-03-31_14-54-17-350.png","Έχουν λιγότερα κεράσια και περισσότερες φράουλες.","They have fewer cherries and more strawberries.","B1"
"Duolingo_2026-03-31_14-54-17-950.png","Αυτό το κουτί είναι πολύ βαρύ.","This box is very heavy.","A1"
"Duolingo_2026-03-31_14-54-19-120.png","Η καρέκλα δεν είναι αρκετά φαρδιά.","The chair is not wide enough.","A2"
"Duolingo_2026-03-31_14-54-19-580.png","Αυτό το πουκάμισο είναι τεράστιο!","This shirt is huge!","A2"
"Duolingo_2026-03-31_14-54-20-050.png","Θέλω μια μακριά φούστα.","I want a long skirt.","A1"
"Duolingo_2026-03-31_14-54-20-840.png","Το πλάτος είναι ένα μέτρο.","The width is one meter.","A2"
"Duolingo_2026-03-31_14-54-21-280.png","Ζυγίζουμε τα μήλα και τις πατάτες.","We are weighing the apples and the potatoes.","A2"
"Duolingo_2026-03-31_14-54-22-380.png","Έχουμε έναν σκύλο ανά ζευγάρι.","We have one dog per couple.","B1"
"Duolingo_2026-03-31_14-54-22-940.png","Τέσσερα λίτρα νερό.","Four liters of water.","A1"
"Duolingo_2026-03-31_14-54-43-230.png","Πού είναι το συνέδριο;","Where is the conference?","B1"
"Duolingo_2026-03-31_14-54-44-320.png","Είμαστε όλοι εργένηδες στην παρέα μου.","We are all bachelors in my group of friends.","B1"
"Duolingo_2026-03-31_14-54-44-820.png","Να σου δώσω ένα φιλί;","May I give you a kiss?","A2"
"Duolingo_2026-03-31_14-54-45-250.png","Είστε ένα τόσο ωραίο ζευγάρι!","You are such a nice couple!","A2"
"Duolingo_2026-03-31_14-54-45-690.png","Οι λαοί είναι δυνατοί.","The peoples are strong.","A2"
"Duolingo_2026-03-31_14-54-46-160.png","Μου αρέσει όταν με φιλάς.","I like it when you kiss me.","A2"
"Duolingo_2026-03-31_14-54-47-450.png","Το συνέδριο γίνεται στο κτήριο του ιδρύματος.","The conference takes place in the institute's building.","B1"
"Duolingo_2026-03-31_14-54-47-870.png","Αυτό ήταν τυχαίο.","This was random.","A2"
"Duolingo_2026-03-31_14-54-48-290.png","Ο αδελφός της είναι ωραίος τύπος!","Her brother is a nice guy!","A2"
"Duolingo_2026-03-31_14-54-49-290.png","Είσαι η κολλητή μου!","You are my best friend!","A2"
"Duolingo_2026-03-31_14-54-49-760.png","Είμαι πολίτης αυτής της χώρας.","I am a citizen of this country.","B1"
"Duolingo_2026-03-31_14-54-58-040.png","Είναι ήδη άνοιξη!","It is spring already!","A1"
"Duolingo_2026-03-31_14-54-59-170.png","Ίσως πάω, ίσως όχι.","Maybe I go, maybe not.","B1"
"Duolingo_2026-03-31_14-54-59-620.png","Αυτός δεν είναι ούτε κακός ούτε τέλειος.","He is neither bad nor perfect.","A2"
"Duolingo_2026-03-31_14-55-30-880.png","Αυτό δεν μπορεί να είναι καλό.","This can't be good.","A2"
"Duolingo_2026-03-31_14-55-31-320.png","Ώρα να πηγαίνετε!","Time for you to go!","A2"
"Duolingo_2026-03-31_14-55-32-930.png","Του αρέσει να ζει με τη γυναίκα του.","He likes living with his wife.","A2"
"Duolingo_2026-03-31_14-55-34-010.png","Ελπίζω να μη βρέχει.","I hope it does not rain.","B1"
"Duolingo_2026-03-31_14-55-35-030.png","Το να αγοράζεις βιβλία είναι ακριβό.","Buying books is expensive.","B1"
"Duolingo_2026-03-31_14-55-36-070.png","Του αρέσει να ζει με τη γυναίκα του.","He likes living with his wife.","A2"
"Duolingo_2026-03-31_14-55-37-490.png","Μας αρέσει να βοηθάμε την οικογένειά μας.","We like to help our family.","A2"
"Duolingo_2026-03-31_14-56-12-100.png","Η καθεμιά είναι στη δουλειά της.","Each one is at her work.","A2"
"Duolingo_2026-03-31_14-56-13-490.png","Δε μου αρέσει καμιά άλλη.","I don't like anyone else.","A2"
"Duolingo_2026-03-31_14-56-14-140.png","Μερικά ζώα είναι έξυπνα.","Some animals are clever.","A2"
"Duolingo_2026-03-31_14-56-14-850.png","Διαβάζω το τάδε βιβλίο.","I read such-and-such a book.","B1"
"Duolingo_2026-03-31_14-56-15-240.png","Έχω τα ρούχα κάποιας γυναίκας.","I have the clothes of some woman.","A2"
"Duolingo_2026-03-31_14-56-19-070.png","Κανένα παιδί δε φέρνει τα βιβλία του.","No child brings his books.","A2"
"Duolingo_2026-03-31_14-56-19-370.png","Κανένας δε θέλει σοκολάτα;","Doesn't anyone want chocolate?","A2"
"Duolingo_2026-03-31_14-56-20-310.png","Πάλι δε λέει τίποτα.","Again he says nothing.","A2"
"Duolingo_2026-03-31_14-56-20-720.png","Ο καθένας έχει τα δικά του πράγματα.","Each one has his own things.","A2"
"Duolingo_2026-03-31_14-56-21-390.png","Δεν το προτιμώ.","I do not prefer it.","A2"
"Duolingo_2026-03-31_14-56-21-950.png","Δε σε εμπιστεύομαι!","I do not trust you!","A2"
"Duolingo_2026-03-31_14-56-23-290.png","Γιατί βαριέσαι;","Why are you bored?","A2"
"Duolingo_2026-03-31_14-56-24-210.png","Ποιον συναντάς;","Whom do you meet?","A2"
"Duolingo_2026-03-31_14-56-24-820.png","Κάθε μέρα ξοδεύουμε πολλά.","Every day, we spend a lot.","A2"
"Duolingo_2026-03-31_14-56-25-660.png","Όχι αρνούμαι!","No I refuse!","A2"
"Duolingo_2026-03-31_14-56-26-080.png","Αυτοί πιάνουν τις τσάντες.","They catch the bags.","A1"
"Duolingo_2026-03-31_14-56-26-750.png","Ποιον συναντάς;","Whom do you meet?","A2"
"Duolingo_2026-03-31_14-56-27-120.png","Μου υπόσχεται ένα δώρο.","He promises me a present.","A2"
"Duolingo_2026-03-31_14-56-27-780.png","Γιατί δε με συστήνεις στην οικογένειά σου;","Why don't you introduce me to your family?","A2"
"Duolingo_2026-03-31_14-56-28-250.png","Δεν ξέρω γιατί δεν τον εμπιστεύονται.","I don't know why they don't trust him.","B1"
"Duolingo_2026-03-31_14-56-29-230.png","Όχι αρνούμαι!","No I refuse!","A2"
"Duolingo_2026-03-31_14-56-30-020.png","Με πιάνεις;","Do you get me?","A2"
"Duolingo_2026-03-31_14-56-30-380.png","Τον χειμώνα ονειρευόμαστε το καλοκαίρι.","In the winter we dream of the summer.","B1"
"Duolingo_2026-03-31_14-57-02-210.png","Να το κάνεις όπως σου το έδειξα.","You should do it like I showed you.","B1"
"Duolingo_2026-03-31_14-57-03-160.png","Βγήκαμε από το σπίτι και είδαμε ότι βρέχει.","We came out of the house and saw it was raining.","B1"
"Duolingo_2026-03-31_14-57-04-180.png","Συγγνώμη ! Το ξέχασα τελείως!","Sorry! I completely forgot it!","A2"
"Duolingo_2026-03-31_14-57-04-900.png","Αυτοί μας κράτησαν τα παιδιά όσο ήμασταν στη δουλειά.","They looked after the kids for us while we were at work.","B1"
"Duolingo_2026-03-31_14-57-05-250.png","Δε φέραμε άλλα ρούχα.","We did not bring any other clothes.","A2"
"Duolingo_2026-03-31_14-57-05-770.png","Δεν ήμουν εδώ όταν μπήκες.","I was not here when you entered.","B1"
"Duolingo_2026-03-31_14-57-06-220.png","Ήρθε κι έφερε την άνοιξη!","She came and brought the spring!","A2"
"Duolingo_2026-03-31_14-57-06-700.png","Δεν οδήγησαν καλά.","They did not drive well.","A2"
"Duolingo_2026-03-31_14-57-07-050.png","Με γνώρισε στην αδελφή του.","He introduced me to his sister.","A2"
"Duolingo_2026-03-31_14-57-08-250.png","Αυτή δούλεψε μόνο τέσσερις μήνες πέρυσι.","She worked only four months last year.","A2"
"Duolingo_2026-03-31_14-57-09-220.png","Δεν ήπια τίποτα πάλι.","I didn't drink anything again.","A2"
"Duolingo_2026-03-31_14-57-09-680.png","Μας έδειξαν πως δουλεύει η μηχανή.","They showed us that the machine works.","B1"
"Duolingo_2026-03-31_14-57-10-110.png","Με ποιον βγήκε χθες;","With whom did he go out yesterday?","A2"
"Duolingo_2026-03-31_14-57-10-600.png","Χρησιμοποίησα το μολύβι σου.","I used your pencil.","A2"
"Duolingo_2026-03-31_14-57-11-070.png","Οι φίλοι μου μου έδωσαν πολλά δώρα.","My friends gave me a lot of presents.","A2"
"Duolingo_2026-03-31_14-57-27-240.png","Δείξτε μας πώς να το κάνουμε!","Show us how to do it!","A2"
"Duolingo_2026-03-31_14-57-28-310.png","Δώστε μου τα παλτά σας!","Give me your coats!","A2"
"Duolingo_2026-03-31_14-57-29-350.png","Μην ανησυχείτε, είμαι καλά.","Don't worry, I am fine.","A2"
"Duolingo_2026-03-31_14-57-29-730.png","Ψάξε στην τσέπη σου!","Search in your pocket!","A2"
"Duolingo_2026-03-31_14-57-32-130.png","Η πόρτα μου δεν πρόκειται να είναι ανοιχτή άλλη φορά για εσένα!","My door is not going to be open another time for you!","B1"
"Duolingo_2026-03-31_14-57-32-980.png","Πες κάτι αφού γράψω.","Say something after I write.","B1"
"Duolingo_2026-03-31_14-57-33-350.png","Μην πετάξεις τα βιβλία σου , μπορείς να τα δώσεις σε κάποιον άλλον.","Don't throw away your books, you can give them to someone else.","B1"
"Duolingo_2026-03-31_14-57-34-150.png","Αυτές οι ημέρες δεν πρόκειται να περάσουν!","These days are not going to pass!","A2"
"Duolingo_2026-03-31_14-57-34-540.png","Αν θελήσεις κάτι , πάρε μας τηλέφωνο!","If you want something, call us!","B1"
"Duolingo_2026-03-31_14-57-35-070.png","Αν συμβεί κάτι , είναι αυτοί υπεύθυνοι.","If something happens, they are responsible.","B1"
"Duolingo_2026-03-31_14-57-35-830.png","Οι μηχανικοί θέλουν να δοκιμάσουν τις μηχανές.","The mechanics want to test the machines.","A2"
"Duolingo_2026-03-31_14-57-36-530.png","Ήρθε για να μείνει.","She came to stay.","A2"
"Duolingo_2026-03-31_14-57-36-890.png","Τι μου συστήνεις να χρησιμοποιήσω αντί για χαρτί;","What do you recommend I use instead of paper?","B1"
"Duolingo_2026-03-31_14-57-37-980.png","Δε θέλουν να μας το δείξουν.","They do not want to show it to us.","A2"
"Duolingo_2026-03-31_14-57-38-330.png","Πίστευέ το αφού το γνωρίζεις!","Believe it since you know it!","B1"
"Duolingo_2026-03-31_14-57-39-480.png","Εγώ θέλω κάποιον να με αγαπήσει.","I want somebody to love me.","A2"
"Duolingo_2026-03-31_14-57-39-860.png","Δε θέλουν να μας το δείξουν.","They do not want to show it to us.","A2"
"Duolingo_2026-03-31_14-57-40-600.png","Ποτέ δεν ξέρεις τι μπορεί να συμβεί!","You never know what may happen!","A2"
"Duolingo_2026-03-31_14-57-41-590.png","Σε ποιο τμήμα ανήκεις;","Which department do you belong to?","A2"
"Duolingo_2026-03-31_14-57-41-970.png","Πόσο όμορφες είναι οι κοιλάδες την άνοιξη!","How beautiful the valleys are in spring!","B1"
"Duolingo_2026-03-31_14-57-43-030.png","Η κωμόπολη και το χωριό.","The town and the village.","A1"
"Duolingo_2026-03-31_14-57-44-290.png","Τι παίζει στον κινηματογράφο;","What is playing at the movie theater?","A2"
"Duolingo_2026-03-31_14-57-45-010.png","Η χώρα μου έχει υπέροχες παραλίες.","My country has wonderful beaches.","A2"
"Duolingo_2026-03-31_14-57-45-410.png","Αγαπώ την περιοχή του κέντρου.","I love the downtown area.","A2"
"Duolingo_2026-03-31_14-57-45-810.png","Το χωριό έχει μία μικρή πλατεία στο κέντρο.","The village has a small square in the center.","A2"
"Duolingo_2026-03-31_14-57-46-210.png","Δε μου αρέσει να πηγαίνω στο νεκροταφείο.","I don't like to go to the cemetery.","B1"
"Duolingo_2026-03-31_14-57-46-740.png","Αυτοί πήγαν στο κάστρο με τους δέκα πύργους.","They went to the castle with the ten towers.","A2"
"Duolingo_2026-03-31_14-57-47-120.png","Η τράπεζα είναι πίσω από αυτό το κτήριο.","The bank is behind this building.","A2"
"Duolingo_2026-03-31_14-57-48-320.png","Ο αγρότης φτιάχνει τυρί στο αγρόκτημά του.","The farmer makes cheese on his farm.","B1"
"Duolingo_2026-03-31_14-57-55-810.png","Η πυξίδα δείχνει βόρεια.","The compass points north.","B1"
"Duolingo_2026-03-31_14-57-56-140.png","Επόμενος προορισμός: το σπίτι μου!","Next destination: my house!","A2"
"Duolingo_2026-03-31_14-57-56-830.png","Η ευθεία.","The straight line.","A1"
"Duolingo_2026-03-31_14-57-57-840.png","Πηγαίνω στα νοτιοδυτικά του χωριού.","I go to the southwest of the village.","B1"
"Duolingo_2026-03-31_14-57-59-140.png","Οι οδηγίες του πατέρα σου δεν ήταν καθόλου καλές.","Your father's instructions were not good at all.","B1"
"Duolingo_2026-03-31_14-57-59-510.png","Η ανατολή και η δύση.","The east and the west.","A1"
"Duolingo_2026-03-31_14-58-00-310.png","Στρίψε νότια!","Turn south!","A2"
"Duolingo_2026-03-31_14-58-00-680.png","Ακολούθησέ με!","Follow me!","A1"
